Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c0003hq8,8,"Tuesday, May 17, 2011 22:16:10 UTC",36.9536,142.7736,4.7,40.30,29,"off the east coast of Honshu, Japan"
nc,71571545,3,"Tuesday, May 17, 2011 21:58:19 UTC",40.1583,-121.4345,1.2,13.50, 7,"Northern California"
nn,00337616,7,"Tuesday, May 17, 2011 21:53:19 UTC",38.4280,-118.7275,2.1,1.30,14,"Nevada"
nc,71571535,2,"Tuesday, May 17, 2011 21:53:03 UTC",38.8388,-122.8010,1.0,2.50,45,"Northern California"
nn,00337607,7,"Tuesday, May 17, 2011 21:51:50 UTC",38.4307,-118.7288,2.6,1.50,16,"Nevada"
nn,00337604,7,"Tuesday, May 17, 2011 21:50:02 UTC",38.4326,-118.7270,2.2,2.40,17,"Nevada"
nc,71571510,2,"Tuesday, May 17, 2011 21:36:19 UTC",38.8395,-122.8277,1.0,3.00,40,"Northern California"
nc,71571505,3,"Tuesday, May 17, 2011 21:21:06 UTC",38.8013,-122.7667,1.2,4.80,42,"Northern California"
ak,10234679,2,"Tuesday, May 17, 2011 21:18:41 UTC",52.9748,-166.8239,2.1,25.60,13,"Fox Islands, Aleutian Islands, Alaska"
ci,14986852,6,"Tuesday, May 17, 2011 21:07:30 UTC",34.2055,-116.4337,1.4,10.90,38,"Southern California"
ak,10237170,2,"Tuesday, May 17, 2011 21:05:29 UTC",57.6747,-154.1961,1.4,21.40, 7,"Kodiak Island region, Alaska"
ak,10234669,2,"Tuesday, May 17, 2011 21:04:35 UTC",53.7072,-164.1363,2.8,30.30,16,"Unimak Island region, Alaska"
nc,71571490,2,"Tuesday, May 17, 2011 21:00:19 UTC",39.2333,-123.1777,1.8,6.00,16,"Northern California"
us,c0003hlu,5,"Tuesday, May 17, 2011 20:54:19 UTC",36.3993,142.6523,4.4,15.40,31,"off the east coast of Honshu, Japan"
ak,10237167,2,"Tuesday, May 17, 2011 20:47:32 UTC",62.8915,-148.0880,1.2,63.30,15,"Central Alaska"
hv,60236006,1,"Tuesday, May 17, 2011 20:42:29 UTC",19.1695,-155.3198,2.9,29.30,11,"Island of Hawaii, Hawaii"
nc,71571485,2,"Tuesday, May 17, 2011 20:37:29 UTC",38.7508,-122.7058,1.0,4.30, 8,"Northern California"
nc,71571480,2,"Tuesday, May 17, 2011 20:35:20 UTC",38.7870,-122.7785,1.2,3.10,41,"Northern California"
nc,71571475,2,"Tuesday, May 17, 2011 20:16:06 UTC",36.5910,-121.4140,1.3,0.80,16,"Central California"
us,c0003hjw,9,"Tuesday, May 17, 2011 20:08:20 UTC",30.7249,-105.7942,3.8,16.00,41,"Chihuahua, Mexico"
ak,10234607,3,"Tuesday, May 17, 2011 19:40:11 UTC",60.6875,-151.7947,1.8,90.10,19,"Kenai Peninsula, Alaska"
ak,10234585,2,"Tuesday, May 17, 2011 19:05:25 UTC",64.9628,-147.3655,1.1,0.00, 8,"Central Alaska"
ci,14986788,2,"Tuesday, May 17, 2011 18:54:55 UTC",33.0025,-116.3378,1.0,9.20,33,"Southern California"
nc,71571465,4,"Tuesday, May 17, 2011 18:50:46 UTC",38.9372,-123.6638,2.3,13.90,16,"Northern California"
nc,71571460,2,"Tuesday, May 17, 2011 18:28:28 UTC",37.0495,-121.4885,1.1,4.50,29,"Northern California"
ak,10234559,2,"Tuesday, May 17, 2011 18:15:51 UTC",53.2657,-166.3951,2.4,27.60,14,"Fox Islands, Aleutian Islands, Alaska"
us,c0003hh3,A,"Tuesday, May 17, 2011 17:47:40 UTC",-5.4170,128.7790,4.5,288.00,34,"Banda Sea"
nc,71571450,0,"Tuesday, May 17, 2011 17:40:59 UTC",38.7507,-122.7238,1.0,1.60, 9,"Northern California"
ak,10237162,2,"Tuesday, May 17, 2011 17:32:57 UTC",51.9611,177.6604,2.1,0.50, 8,"Rat Islands, Aleutian Islands, Alaska"
ak,10234538,2,"Tuesday, May 17, 2011 17:22:41 UTC",63.1342,-151.3421,2.3,3.70,21,"Central Alaska"
nc,71571440,2,"Tuesday, May 17, 2011 17:08:10 UTC",39.2352,-123.1780,2.3,7.30,36,"Northern California"
ak,10234534,2,"Tuesday, May 17, 2011 17:07:49 UTC",63.4388,-147.6784,1.5,78.60,19,"Central Alaska"
uw,05171645,1,"Tuesday, May 17, 2011 16:45:47 UTC",47.4088,-121.4691,1.8,6.10,24,"Washington"
nc,71571425,3,"Tuesday, May 17, 2011 16:42:00 UTC",39.2387,-123.1737,2.5,7.20,39,"Northern California"
ak,10234525,2,"Tuesday, May 17, 2011 16:40:00 UTC",61.5726,-148.2215,1.6,3.40,10,"Southern Alaska"
nn,00337564,7,"Tuesday, May 17, 2011 16:14:15 UTC",38.4283,-118.7332,1.3,5.50,13,"Nevada"
nn,00337562,7,"Tuesday, May 17, 2011 16:11:32 UTC",38.4293,-118.7328,1.6,5.40,14,"Nevada"
hv,60235951,1,"Tuesday, May 17, 2011 16:09:05 UTC",19.4167,-155.4030,1.7,9.70,34,"Island of Hawaii, Hawaii"
nn,00337560,7,"Tuesday, May 17, 2011 16:07:12 UTC",38.4282,-118.7343,2.1,5.40,27,"Nevada"
nn,00337559,7,"Tuesday, May 17, 2011 16:05:55 UTC",38.4302,-118.7345,2.4,5.50,37,"Nevada"
nc,71571390,2,"Tuesday, May 17, 2011 16:02:28 UTC",38.7780,-122.7803,1.2,4.30,39,"Northern California"
ak,10234487,3,"Tuesday, May 17, 2011 15:59:04 UTC",63.1159,-151.5281,1.1,13.40,10,"Central Alaska"
ak,10234480,2,"Tuesday, May 17, 2011 15:49:41 UTC",63.3436,-145.0076,1.0,7.40, 9,"Central Alaska"
nc,71571385,6,"Tuesday, May 17, 2011 15:48:28 UTC",39.2335,-123.1775,2.0,7.70,29,"Northern California"
nn,00337557,7,"Tuesday, May 17, 2011 15:44:55 UTC",38.4127,-118.7362,1.9,4.10,24,"Nevada"
ci,14986732,2,"Tuesday, May 17, 2011 15:30:08 UTC",34.7088,-116.2877,1.4,11.60,18,"Southern California"
nc,71571370,A,"Tuesday, May 17, 2011 15:20:06 UTC",39.2293,-123.1818,3.7,9.10,67,"Northern California"
ak,10234455,3,"Tuesday, May 17, 2011 14:52:46 UTC",52.6661,-169.3067,2.8,14.10,13,"Fox Islands, Aleutian Islands, Alaska"
ci,14986716,2,"Tuesday, May 17, 2011 14:51:08 UTC",33.5102,-116.4993,1.1,14.80,37,"Southern California"
us,2011laax,3,"Tuesday, May 17, 2011 14:31:55 UTC",-40.4478,-71.7050,4.2,47.10,11,"Neuquen, Argentina"
ak,10234442,2,"Tuesday, May 17, 2011 14:07:11 UTC",61.6198,-149.7685,1.5,20.00,18,"Southern Alaska"
ak,10234440,3,"Tuesday, May 17, 2011 14:05:20 UTC",60.3271,-151.4018,1.5,66.90,11,"Kenai Peninsula, Alaska"
ak,10237149,2,"Tuesday, May 17, 2011 14:05:03 UTC",51.8909,-177.2459,2.1,81.90,11,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0003hc5,A,"Tuesday, May 17, 2011 13:57:44 UTC",-25.5736,-177.0318,4.9,61.60,86,"south of the Fiji Islands"
ak,10234436,2,"Tuesday, May 17, 2011 13:55:39 UTC",62.7106,-150.3262,1.5,76.60,21,"Central Alaska"
nn,00337549,7,"Tuesday, May 17, 2011 13:48:14 UTC",38.4273,-118.7367,1.8,2.30,15,"Nevada"
ak,10234434,2,"Tuesday, May 17, 2011 13:47:12 UTC",62.2077,-147.9753,1.4,8.40,10,"Central Alaska"
ak,10234433,3,"Tuesday, May 17, 2011 13:32:11 UTC",66.1399,-149.6360,1.4,17.80,12,"northern Alaska"
us,2011laau,5,"Tuesday, May 17, 2011 13:31:49 UTC",37.9303,143.9006,4.6,21.50,24,"off the east coast of Honshu, Japan"
ak,10237145,3,"Tuesday, May 17, 2011 13:21:54 UTC",51.1186,179.6887,2.1,14.40,10,"Rat Islands, Aleutian Islands, Alaska"
ak,10237143,2,"Tuesday, May 17, 2011 12:56:34 UTC",62.3934,-147.9311,1.1,46.00, 9,"Central Alaska"
ak,10237142,2,"Tuesday, May 17, 2011 12:56:04 UTC",62.6330,-150.1382,1.0,61.80, 9,"Central Alaska"
ak,10234428,3,"Tuesday, May 17, 2011 12:47:25 UTC",53.6586,-165.8304,1.8,16.50,10,"Fox Islands, Aleutian Islands, Alaska"
us,c0003hat,8,"Tuesday, May 17, 2011 12:44:11 UTC",-23.5466,-63.6596,4.8,545.20,259,"Salta, Argentina"
ci,14986652,4,"Tuesday, May 17, 2011 12:29:03 UTC",32.3600,-115.4765,2.5,10.00,25,"Baja California, Mexico"
pr,11137000,0,"Tuesday, May 17, 2011 12:24:33 UTC",17.9960,-68.5309,3.0,65.00, 4,"Dominican Republic region"
ci,14986644,2,"Tuesday, May 17, 2011 12:18:18 UTC",34.1027,-116.9567,1.1,6.00,37,"Southern California"
nc,71571340,2,"Tuesday, May 17, 2011 12:17:55 UTC",36.0522,-120.6340,1.3,0.20,28,"Central California"
ci,14986636,2,"Tuesday, May 17, 2011 12:12:26 UTC",32.0853,-115.4817,2.6,10.00,21,"Baja California, Mexico"
nc,71571320,2,"Tuesday, May 17, 2011 11:38:50 UTC",37.6340,-118.9080,1.2,8.20,18,"Long Valley area, California"
ci,14986628,2,"Tuesday, May 17, 2011 11:38:37 UTC",32.6235,-115.7193,1.7,9.00,25,"Baja California, Mexico"
nn,00337544,7,"Tuesday, May 17, 2011 11:37:54 UTC",38.4376,-118.7395,1.3,0.00,12,"Nevada"
uw,05171137,1,"Tuesday, May 17, 2011 11:37:02 UTC",46.3336,-122.2220,1.0,4.40,17,"Washington"
ci,14986620,2,"Tuesday, May 17, 2011 11:11:33 UTC",32.6242,-115.7227,1.7,8.80,21,"Baja California, Mexico"
ak,10237140,2,"Tuesday, May 17, 2011 11:06:20 UTC",53.0200,-166.8615,1.9,26.10, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10237139,2,"Tuesday, May 17, 2011 11:03:36 UTC",53.1401,-166.9830,1.9,21.10,10,"Fox Islands, Aleutian Islands, Alaska"
ci,14986612,2,"Tuesday, May 17, 2011 10:52:23 UTC",33.0627,-116.4503,1.9,5.60,58,"Southern California"
nc,71571305,2,"Tuesday, May 17, 2011 10:49:31 UTC",38.7523,-122.7212,1.1,2.00,36,"Northern California"
nc,71571300,2,"Tuesday, May 17, 2011 10:48:48 UTC",38.7540,-122.7222,1.6,1.80,48,"Northern California"
nc,71571295,0,"Tuesday, May 17, 2011 10:46:10 UTC",38.7492,-122.7193,1.0,1.40, 7,"Northern California"
nc,71571290,2,"Tuesday, May 17, 2011 10:45:49 UTC",38.7573,-122.7213,1.4,1.40,39,"Northern California"
ci,14986596,2,"Tuesday, May 17, 2011 10:45:44 UTC",33.1728,-116.5475,2.3,15.90,71,"Southern California"
ak,10234412,3,"Tuesday, May 17, 2011 10:39:35 UTC",60.0538,-152.8364,1.8,94.10,17,"Southern Alaska"
us,c0003h9a,4,"Tuesday, May 17, 2011 10:35:32 UTC",-15.6683,-175.2011,5.2,43.50,145,"Tonga"
nn,00337540,7,"Tuesday, May 17, 2011 10:29:30 UTC",38.4376,-118.7395,1.2,4.00, 7,"Nevada"
nc,71571270,2,"Tuesday, May 17, 2011 09:51:01 UTC",38.0672,-118.9312,1.4,0.80,12,"Central California"
ak,10237134,2,"Tuesday, May 17, 2011 09:44:01 UTC",63.1627,-144.0335,1.7,6.30,14,"Central Alaska"
ak,10234401,2,"Tuesday, May 17, 2011 09:39:30 UTC",63.3401,-144.9987,1.4,6.80,13,"Central Alaska"
ak,10234398,3,"Tuesday, May 17, 2011 09:33:54 UTC",63.3325,-144.9757,1.2,5.50,12,"Central Alaska"
ak,10234397,2,"Tuesday, May 17, 2011 09:30:13 UTC",63.3499,-145.0320,1.0,6.10, 9,"Central Alaska"
ak,10234394,3,"Tuesday, May 17, 2011 09:26:59 UTC",63.3492,-145.0129,1.4,4.00,12,"Central Alaska"
nc,71571260,2,"Tuesday, May 17, 2011 09:14:22 UTC",39.0363,-123.1197,1.5,0.60,15,"Northern California"
ci,14986564,5,"Tuesday, May 17, 2011 09:14:06 UTC",32.1390,-115.2305,1.9,10.00,10,"Baja California, Mexico"
ci,14986548,3,"Tuesday, May 17, 2011 09:08:37 UTC",34.4640,-116.5078,1.3,8.90,30,"Southern California"
nc,71571250,3,"Tuesday, May 17, 2011 09:08:23 UTC",38.3472,-119.3220,2.9,12.30,58,"Central California"
nc,71571245,2,"Tuesday, May 17, 2011 09:05:51 UTC",38.7487,-122.7228,1.2,2.80,37,"Northern California"
nc,71571240,2,"Tuesday, May 17, 2011 09:05:43 UTC",38.7558,-122.7197,1.2,2.50,31,"Northern California"
uw,05170849,1,"Tuesday, May 17, 2011 08:49:47 UTC",46.3358,-122.2228,1.7,5.00,23,"Washington"
ci,14986540,2,"Tuesday, May 17, 2011 08:41:21 UTC",33.8813,-116.7270,1.0,17.30,40,"Southern California"
nc,71571225,2,"Tuesday, May 17, 2011 08:33:53 UTC",36.8743,-121.3895,1.5,9.90,41,"Central California"
nc,71571220,3,"Tuesday, May 17, 2011 08:27:30 UTC",38.8337,-122.7977,1.4,2.70,41,"Northern California"
nc,71571215,4,"Tuesday, May 17, 2011 08:04:41 UTC",38.8008,-122.8157,1.0,3.20,41,"Northern California"
nm,051711a,A,"Tuesday, May 17, 2011 07:57:32 UTC",35.2464,-92.3613,2.4,2.70,14,"Arkansas"
nc,71571205,3,"Tuesday, May 17, 2011 07:28:57 UTC",36.5968,-121.1100,2.8,8.80,66,"Central California"
ak,10234374,3,"Tuesday, May 17, 2011 07:23:21 UTC",62.5714,-152.4373,1.0,10.70,11,"Central Alaska"
ak,10234371,3,"Tuesday, May 17, 2011 07:18:21 UTC",58.6498,-136.6076,2.7,11.10,20,"Southeastern Alaska"
nc,71571200,2,"Tuesday, May 17, 2011 07:17:43 UTC",38.7777,-122.7410,1.0,1.50,37,"Northern California"
ak,10237124,3,"Tuesday, May 17, 2011 06:53:38 UTC",51.2691,-179.1164,2.2,25.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,14986500,2,"Tuesday, May 17, 2011 06:21:44 UTC",33.7738,-116.1333,1.4,7.50,46,"Southern California"
ak,10234363,2,"Tuesday, May 17, 2011 06:21:32 UTC",63.0895,-151.4303,1.8,6.90,18,"Central Alaska"
mb,26989,1,"Tuesday, May 17, 2011 06:17:37 UTC",47.4610,-113.9970,3.0,22.70,16,"western Montana"
nc,71571155,2,"Tuesday, May 17, 2011 06:10:59 UTC",38.7517,-122.7232,1.1,2.20,32,"Northern California"
ak,10234359,3,"Tuesday, May 17, 2011 06:06:00 UTC",52.2734,-169.6643,3.3,6.60,19,"Fox Islands, Aleutian Islands, Alaska"
ak,10237120,2,"Tuesday, May 17, 2011 05:51:12 UTC",61.3770,-151.4847,1.6,70.60,18,"Southern Alaska"
ak,10237119,2,"Tuesday, May 17, 2011 05:47:07 UTC",61.2073,-150.4261,1.4,65.70,13,"Southern Alaska"
nc,71571140,2,"Tuesday, May 17, 2011 05:36:25 UTC",38.5812,-122.4548,1.2,6.40,19,"Northern California"
ak,10234356,4,"Tuesday, May 17, 2011 05:27:25 UTC",51.4613,-177.0839,3.0,34.00,23,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71571135,3,"Tuesday, May 17, 2011 05:21:13 UTC",37.4898,-118.8447,2.0,6.20,42,"Central California"
ci,14986476,2,"Tuesday, May 17, 2011 05:03:02 UTC",34.6760,-116.3202,1.7,4.20,25,"Southern California"
ak,10234348,3,"Tuesday, May 17, 2011 04:29:29 UTC",66.6365,-147.8263,2.0,21.50,11,"northern Alaska"
hv,60235911,1,"Tuesday, May 17, 2011 03:45:30 UTC",19.1782,-155.6308,2.4,7.60,34,"Island of Hawaii, Hawaii"
uu,05170310,2,"Tuesday, May 17, 2011 03:10:43 UTC",37.7285,-112.9480,1.3,2.00,11,"Utah"
ak,10237114,3,"Tuesday, May 17, 2011 03:08:21 UTC",53.6751,-164.7599,2.2,29.10,12,"Unimak Island region, Alaska"
ak,10234342,2,"Tuesday, May 17, 2011 02:54:32 UTC",62.9482,-150.5103,1.4,89.00,14,"Central Alaska"
ak,10234341,2,"Tuesday, May 17, 2011 02:37:33 UTC",51.9908,-175.0060,2.8,59.60,15,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60235891,1,"Tuesday, May 17, 2011 02:16:52 UTC",19.2948,-155.2127,1.7,8.00,26,"Island of Hawaii, Hawaii"
ak,10234336,2,"Tuesday, May 17, 2011 02:11:15 UTC",63.9253,-148.9497,2.4,0.00,11,"Central Alaska"
ak,10234333,2,"Tuesday, May 17, 2011 01:52:40 UTC",52.1549,-174.9900,2.0,77.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10234334,2,"Tuesday, May 17, 2011 01:49:21 UTC",59.0199,-136.0394,1.8,1.80, 5,"Southeastern Alaska"
us,c0003gzn,3,"Tuesday, May 17, 2011 01:01:31 UTC",12.8588,-89.5238,4.4,70.10,52,"offshore El Salvador"
ak,10234314,3,"Tuesday, May 17, 2011 00:40:32 UTC",61.1585,-140.4776,1.1,3.10,15,"Southern Yukon Territory, Canada"
us,c0003gzd,9,"Tuesday, May 17, 2011 00:30:40 UTC",36.5500,71.1516,4.8,237.10,123,"Hindu Kush region, Afghanistan"
us,c0003gz2,E,"Tuesday, May 17, 2011 00:14:58 UTC",-9.1785,112.6073,5.6,32.40,340,"south of Java, Indonesia"
nc,71571085,4,"Monday, May 16, 2011 23:30:32 UTC",39.2343,-123.1747,1.9,6.20,16,"Northern California"
ci,14986396,2,"Monday, May 16, 2011 23:17:36 UTC",35.0410,-117.6822,1.9,0.00,14,"Southern California"
ci,14986388,3,"Monday, May 16, 2011 22:43:24 UTC",33.7723,-116.1367,1.0,7.20,36,"Southern California"
nc,71571045,3,"Monday, May 16, 2011 22:18:54 UTC",36.7963,-121.5257,1.4,5.60,45,"Central California"
uu,05162216,2,"Monday, May 16, 2011 22:16:04 UTC",41.9850,-111.7887,1.0,2.90, 9,"Utah"
us,c0003gwm,6,"Monday, May 16, 2011 22:14:21 UTC",41.5537,142.1603,4.5,54.50,18,"Hokkaido, Japan region"
ak,10234089,2,"Monday, May 16, 2011 22:13:47 UTC",60.9758,-150.8286,1.6,15.00,15,"Kenai Peninsula, Alaska"
nc,71571030,4,"Monday, May 16, 2011 22:05:19 UTC",37.4997,-122.4015,1.7,0.00,22,"San Francisco Bay area, California"
ak,10236718,3,"Monday, May 16, 2011 21:49:15 UTC",53.3923,-162.0856,2.9,25.60,10,"south of Alaska"
uw,05162130,1,"Monday, May 16, 2011 21:30:40 UTC",47.3768,-122.3195,1.8,18.60,33,"Seattle-Tacoma urban area, Washington"
nc,71571025,2,"Monday, May 16, 2011 21:25:53 UTC",38.8163,-122.8167,1.0,2.90,42,"Northern California"
nc,71571020,3,"Monday, May 16, 2011 21:21:36 UTC",35.5443,-120.7660,2.5,4.10,91,"Central California"
ci,14986356,2,"Monday, May 16, 2011 21:07:04 UTC",33.3918,-116.8430,1.0,8.00,30,"Southern California"
ak,10234069,2,"Monday, May 16, 2011 21:00:15 UTC",51.3175,-178.2159,2.2,39.70,16,"Andreanof Islands, Aleutian Islands, Alaska"
ci,14986340,3,"Monday, May 16, 2011 20:56:11 UTC",33.1003,-116.2065,1.2,6.10,42,"Southern California"
nc,71571005,3,"Monday, May 16, 2011 20:45:45 UTC",39.2347,-123.1797,2.5,8.50,49,"Northern California"
nc,71571000,3,"Monday, May 16, 2011 20:42:24 UTC",38.8410,-122.8305,1.7,2.60,47,"Northern California"
ci,14986316,2,"Monday, May 16, 2011 20:35:53 UTC",33.3483,-116.3817,1.1,15.30,32,"Southern California"
ak,10234049,2,"Monday, May 16, 2011 20:32:25 UTC",62.9189,-150.9463,2.2,111.20,38,"Central Alaska"
nc,71570990,2,"Monday, May 16, 2011 20:26:16 UTC",38.8378,-122.7752,1.0,3.00,41,"Northern California"
ak,10236714,2,"Monday, May 16, 2011 20:21:33 UTC",60.0458,-152.9035,1.6,105.10,13,"Southern Alaska"
ci,14986292,2,"Monday, May 16, 2011 20:16:53 UTC",35.9178,-118.1957,1.1,15.70,23,"Central California"
ak,10234035,3,"Monday, May 16, 2011 20:13:52 UTC",58.1898,-143.1925,2.4,4.10,33,"Gulf of Alaska"
ak,10234031,2,"Monday, May 16, 2011 20:12:12 UTC",63.8428,-148.8753,2.3,112.60,32,"Central Alaska"
ak,10234025,2,"Monday, May 16, 2011 19:58:59 UTC",61.3275,-149.8873,1.6,40.20, 7,"Southern Alaska"
uw,05161939,1,"Monday, May 16, 2011 19:39:05 UTC",47.3779,-122.3270,2.2,23.00,47,"Seattle-Tacoma urban area, Washington"
us,c0003gjy,7,"Monday, May 16, 2011 19:14:07 UTC",-20.3720,168.2512,5.4,27.80,143,"Loyalty Islands, New Caledonia"
ak,10236709,2,"Monday, May 16, 2011 19:07:13 UTC",51.6538,-179.6678,1.9,9.00, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71570975,4,"Monday, May 16, 2011 18:42:58 UTC",38.1228,-122.1842,1.0,0.00, 8,"San Francisco Bay area, California"
nn,00337499,7,"Monday, May 16, 2011 18:29:04 UTC",36.1166,-114.7683,2.0,0.00,18,"Nevada"
ak,10233984,2,"Monday, May 16, 2011 18:27:50 UTC",59.9395,-152.9728,2.0,114.50,14,"Southern Alaska"
nc,71570950,3,"Monday, May 16, 2011 18:21:12 UTC",38.8227,-122.8262,1.8,2.70,55,"Northern California"
ak,10233947,3,"Monday, May 16, 2011 17:29:37 UTC",61.1176,-150.2835,1.0,31.80, 8,"Southern Alaska"
ak,10233943,2,"Monday, May 16, 2011 17:27:49 UTC",61.6483,-151.6379,1.8,76.60,21,"Southern Alaska"
ak,10233936,3,"Monday, May 16, 2011 17:22:21 UTC",61.2680,-147.5858,1.5,0.00, 7,"Southern Alaska"
nn,00337488,7,"Monday, May 16, 2011 17:20:02 UTC",38.3450,-118.7365,1.3,5.30,25,"Nevada"
nc,71570915,2,"Monday, May 16, 2011 17:14:26 UTC",37.3905,-118.6905,1.2,13.30,15,"Central California"
ak,10233928,2,"Monday, May 16, 2011 17:06:56 UTC",61.4348,-146.6556,1.8,34.90,10,"Southern Alaska"
us,2011kza9,4,"Monday, May 16, 2011 16:12:25 UTC",8.2525,-103.3182,4.6,10.00,67,"northern East Pacific Rise"
us,2011kza8,6,"Monday, May 16, 2011 15:53:34 UTC",37.4499,141.1228,4.8,43.40,106,"near the east coast of Honshu, Japan"
ci,14986196,0,"Monday, May 16, 2011 15:43:19 UTC",33.7728,-116.1408,1.5,6.30,57,"Southern California"
nc,71570860,3,"Monday, May 16, 2011 15:42:23 UTC",38.7570,-122.7277,2.1,2.60,67,"Northern California"
us,2011kza2,8,"Monday, May 16, 2011 15:07:07 UTC",17.8969,-77.8955,4.7,31.60,102,"Jamaica region"
nn,00337482,7,"Monday, May 16, 2011 15:02:31 UTC",36.1221,-114.9636,2.1,0.00,18,"Nevada"
ak,10236700,2,"Monday, May 16, 2011 14:41:27 UTC",53.1584,-163.9908,2.6,32.80,16,"Unimak Island region, Alaska"
ak,10233905,2,"Monday, May 16, 2011 14:27:11 UTC",62.7639,-150.4762,1.1,75.90,10,"Central Alaska"
ak,10233904,2,"Monday, May 16, 2011 14:20:59 UTC",61.5363,-150.5528,1.6,60.00,15,"Southern Alaska"
uw,05161414,1,"Monday, May 16, 2011 14:14:25 UTC",47.5821,-122.7484,1.6,20.60,18,"Puget Sound region, Washington"
ak,10233900,2,"Monday, May 16, 2011 13:22:08 UTC",63.5574,-149.7910,1.0,104.40, 5,"Central Alaska"
ak,10233899,2,"Monday, May 16, 2011 13:12:57 UTC",54.8617,-160.4468,2.5,15.50, 9,"Alaska Peninsula"
ci,14986116,0,"Monday, May 16, 2011 13:12:53 UTC",33.6507,-116.7203,1.4,18.40,60,"Southern California"
nn,00337476,7,"Monday, May 16, 2011 13:07:50 UTC",38.5653,-118.3988,1.4,19.60,10,"Nevada"
ak,10233890,3,"Monday, May 16, 2011 12:16:58 UTC",60.3816,-141.2296,2.2,18.60,26,"Southern Alaska"
ak,10236692,2,"Monday, May 16, 2011 12:05:06 UTC",54.1236,-164.6031,2.0,30.80,13,"Unimak Island region, Alaska"
ak,10233885,3,"Monday, May 16, 2011 11:56:45 UTC",60.3295,-141.2757,2.2,16.40,26,"Southern Alaska"
ak,10233875,2,"Monday, May 16, 2011 11:32:21 UTC",54.6975,-160.2818,3.8,10.00,42,"Alaska Peninsula"
ak,10233876,3,"Monday, May 16, 2011 11:31:31 UTC",51.4665,-175.9169,2.0,24.00,11,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71570820,2,"Monday, May 16, 2011 11:22:57 UTC",40.2593,-123.7542,2.1,30.60,25,"Northern California"
ak,10236688,2,"Monday, May 16, 2011 11:22:49 UTC",62.4908,-148.1849,1.0,5.40,10,"Central Alaska"
ak,10236686,2,"Monday, May 16, 2011 11:08:01 UTC",62.6991,-151.1742,1.1,107.50, 8,"Central Alaska"
ak,10236685,2,"Monday, May 16, 2011 11:06:22 UTC",61.4988,-151.4606,1.1,71.40, 8,"Southern Alaska"
ak,10233873,3,"Monday, May 16, 2011 10:47:02 UTC",53.4099,-166.0273,2.3,51.50, 9,"Fox Islands, Aleutian Islands, Alaska"
uw,05161041,1,"Monday, May 16, 2011 10:41:38 UTC",45.4416,-122.7848,1.4,15.90,16,"Portland urban area, Oregon"
ak,10233870,2,"Monday, May 16, 2011 10:38:24 UTC",62.1217,-152.1474,1.6,111.00,19,"Central Alaska"
nc,71570815,3,"Monday, May 16, 2011 10:28:43 UTC",40.4067,-123.5307,2.1,6.40,29,"Northern California"
nc,71570810,3,"Monday, May 16, 2011 10:27:30 UTC",39.2305,-123.1793,2.5,9.00,57,"Northern California"
ci,14986068,0,"Monday, May 16, 2011 10:19:27 UTC",33.7802,-116.1452,1.4,8.70,51,"Southern California"
ak,10236682,2,"Monday, May 16, 2011 10:06:55 UTC",60.1025,-153.4162,2.2,144.10,21,"Southern Alaska"
mb,11140767,2,"Monday, May 16, 2011 10:00:22 UTC",47.5928,-113.2795,1.3,17.20,19,"western Montana"
ci,14986052,0,"Monday, May 16, 2011 09:42:34 UTC",33.7748,-116.1410,1.5,5.40,21,"Southern California"
ak,10233860,2,"Monday, May 16, 2011 09:40:53 UTC",61.1551,-149.1070,1.5,15.70,12,"Southern Alaska"
ak,10233858,2,"Monday, May 16, 2011 09:28:07 UTC",61.3786,-149.4159,1.3,31.80, 7,"Southern Alaska"
ci,14986044,2,"Monday, May 16, 2011 09:21:38 UTC",32.5342,-115.6860,1.5,10.80,20,"Baja California, Mexico"
nc,71570785,4,"Monday, May 16, 2011 09:18:03 UTC",37.9358,-121.8248,1.2,9.00,17,"San Francisco Bay area, California"
uw,05160854,1,"Monday, May 16, 2011 08:54:25 UTC",47.3888,-122.3051,1.9,24.10,25,"Seattle-Tacoma urban area, Washington"
ci,14986028,2,"Monday, May 16, 2011 08:36:32 UTC",34.0883,-117.8420,1.0,13.50,28,"Greater Los Angeles area, California"
nc,71570770,3,"Monday, May 16, 2011 08:31:14 UTC",39.2330,-123.1737,1.4,6.30,18,"Northern California"
nc,71570765,5,"Monday, May 16, 2011 08:29:46 UTC",34.6783,-121.3145,1.9,7.90,14,"offshore Central California"
ci,14986012,2,"Monday, May 16, 2011 08:26:50 UTC",34.3107,-116.4578,1.6,3.70,56,"Southern California"
nc,71570755,2,"Monday, May 16, 2011 08:11:27 UTC",36.3877,-120.7230,1.4,13.50,18,"Central California"
nn,00337463,7,"Monday, May 16, 2011 07:43:30 UTC",37.3458,-117.1023,1.4,6.50,27,"Nevada"
